transformer_id,month_offset,oil_quality_index,temperature_rise_c,load_factor
T0065,6,0.678,50.7,0.595
T0065,7,0.684,51.5,0.574
T0065,8,0.652,51.4,0.608
T0065,9,0.654,53.7,0.669
T0065,10,0.654,53.3,0.65
T0065,11,0.677,51.8,0.649
T0066,0,0.513,45.4,0.844
T0066,1,0.538,47.0,0.907
T0066,2,0.597,46.9,0.906
T0066,3,0.597,50.5,0.832
T0066,4,0.644,49.3,0.858
T0066,5,0.686,49.9,0.835
T0066,6,0.667,53.0,0.881
T0066,7,0.677,54.9,0.841
T0066,8,0.746,56.9,0.872
T0066,9,0.753,56.0,0.799
T0066,10,0.763,56.9,0.854
T0066,11,0.828,55.0,0.828
T0067,0,0.837,64.0,0.545
T0067,1,0.82,63.7,0.588
T0067,2,0.809,65.6,0.602
T0067,3,0.8,61.9,0.558
T0067,4,0.781,65.2,0.594
T0067,5,0.767,63.6,0.568
T0067,6,0.809,63.7,0.572
T0067,7,0.771,63.0,0.596
T0067,8,0.733,60.9,0.543
T0067,9,0.739,62.5,0.613
T0067,10,0.702,61.4,0.613
T0067,11,0.716,61.2,0.566
T0068,0,0.476,55.1,0.362
T0068,1,0.466,51.6,0.384
T0068,2,0.49,52.3,0.36
T0068,3,0.516,50.1,0.382
T0068,4,0.519,53.8,0.384
T0068,5,0.525,54.3,0.413
T0068,6,0.571,50.6,0.406
T0068,7,0.568,51.7,0.425
T0068,8,0.6,49.7,0.409
T0068,9,0.622,51.9,0.422
T0068,10,0.642,50.5,0.464
T0068,11,0.595,54.6,0.442
T0069,0,0.363,66.7,0.142
T0069,1,0.398,62.8,0.172
T0069,2,0.41,64.3,0.166
T0069,3,0.412,65.0,0.176
T0069,4,0.453,64.3,0.213
T0069,5,0.44,59.4,0.221
T0069,6,0.513,61.4,0.221
T0069,7,0.475,61.8,0.218
T0069,8,0.548,63.9,0.285
T0069,9,0.512,60.0,0.319
T0069,10,0.52,60.9,0.289
T0069,11,0.553,59.2,0.322
T0070,0,0.844,71.3,0.968
T0070,1,0.812,72.0,0.944
T0070,2,0.792,70.7,0.95
T0070,3,0.798,67.1,0.914
T0070,4,0.801,70.1,0.938
T0070,5,0.773,68.6,0.867
T0070,6,0.766,66.8,0.882
T0070,7,0.764,62.7,0.882
T0070,8,0.703,63.0,0.824
T0070,9,0.715,61.6,0.836
T0070,10,0.684,63.1,0.819
T0070,11,0.719,56.1,0.799
T0071,0,0.447,63.7,0.331
T0071,1,0.49,62.7,0.381
T0071,2,0.457,60.5,0.385
T0071,3,0.486,61.2,0.437
T0071,4,0.445,59.5,0.466
T0071,5,0.479,58.5,0.465
T0071,6,0.466,55.1,0.507
T0071,7,0.498,58.0,0.555
T0071,8,0.477,55.3,0.582
T0071,9,0.542,53.7,0.541
T0071,10,0.561,52.9,0.639
T0071,11,0.571,52.2,0.607
T0072,0,0.629,51.0,0.774
T0072,1,0.587,52.6,0.799
T0072,2,0.572,49.7,0.834
T0072,3,0.613,52.5,0.852
T0072,4,0.58,54.7,0.815
T0072,5,0.565,56.5,0.821
T0072,6,0.604,53.7,0.831
T0072,7,0.572,57.0,0.83
T0072,8,0.617,55.6,0.855
T0072,9,0.533,55.6,0.841
T0072,10,0.575,58.4,0.829
T0072,11,0.554,58.2,0.856
T0073,0,0.578,61.1,0.285
T0073,1,0.572,57.1,0.307
T0073,2,0.497,61.7,0.304
T0073,3,0.526,56.8,0.275
T0073,4,0.496,59.8,0.283
T0073,5,0.487,59.8,0.312
T0073,6,0.472,58.5,0.312
T0073,7,0.476,57.3,0.289
T0073,8,0.399,56.8,0.332
T0073,9,0.483,54.1,0.324
T0073,10,0.449,53.1,0.293
T0073,11,0.407,56.1,0.298
T0074,0,0.663,37.7,0.712
T0074,1,0.602,38.9,0.657
T0074,2,0.621,39.2,0.685
T0074,3,0.618,39.6,0.669
T0074,4,0.587,38.1,0.626
T0074,5,0.589,40.4,0.653
T0074,6,0.576,40.2,0.637
T0074,7,0.556,40.4,0.613
T0074,8,0.589,39.8,0.604
T0074,9,0.564,39.6,0.627
T0074,10,0.559,38.5,0.539
T0074,11,0.538,42.9,0.563
T0075,0,0.562,67.5,0.832
T0075,1,0.535,68.0,0.805
T0075,2,0.563,65.8,0.813
T0075,3,0.602,64.6,0.78
T0075,4,0.632,61.8,0.8
T0075,5,0.612,65.8,0.778
T0075,6,0.675,65.3,0.754
T0075,7,0.68,62.4,0.772
T0075,8,0.689,62.2,0.768
T0075,9,0.692,60.5,0.725
T0075,10,0.688,63.0,0.743
T0075,11,0.699,60.3,0.72
T0076,0,0.572,50.5,0.821
T0076,1,0.616,51.9,0.835
T0076,2,0.586,51.0,0.777
T0076,3,0.587,52.9,0.815
T0076,4,0.664,53.5,0.817
T0076,5,0.643,53.3,0.825
T0076,6,0.629,57.6,0.789
T0076,7,0.699,54.7,0.837
T0076,8,0.647,54.6,0.789
T0076,9,0.712,57.6,0.816
T0076,10,0.662,54.8,0.802
T0076,11,0.658,59.1,0.779
T0077,0,0.63,57.7,0.637
T0077,1,0.635,58.8,0.728
T0077,2,0.594,58.4,0.679
T0077,3,0.647,59.3,0.712
T0077,4,0.648,56.5,0.682
T0077,5,0.682,56.7,0.689
T0077,6,0.691,57.1,0.698
T0077,7,0.688,54.5,0.715
T0077,8,0.739,55.5,0.694
T0077,9,0.701,51.5,0.725
T0077,10,0.69,51.7,0.732
T0077,11,0.717,53.8,0.714
T0078,0,0.509,62.0,0.676
T0078,1,0.514,61.8,0.669
T0078,2,0.51,64.6,0.673
T0078,3,0.512,64.5,0.649
T0078,4,0.47,64.5,0.619
T0078,5,0.452,61.9,0.635
T0078,6,0.463,58.9,0.616
T0078,7,0.462,60.5,0.603
T0078,8,0.497,62.0,0.598
T0078,9,0.513,60.8,0.559
T0078,10,0.489,61.6,0.543
T0078,11,0.458,61.1,0.58
T0079,0,0.726,48.2,0.984
T0079,1,0.738,49.0,0.956
T0079,2,0.7,51.5,0.95
T0079,3,0.676,50.1,0.976
T0079,4,0.682,52.3,0.953
T0079,5,0.713,53.4,0.938
T0079,6,0.714,56.0,0.948
T0079,7,0.728,55.8,0.917
T0079,8,0.702,56.6,0.906
T0079,9,0.645,58.3,0.878
T0079,10,0.683,60.4,0.911
T0079,11,0.681,61.6,0.859
T0080,0,0.63,48.7,0.7
T0080,1,0.593,48.3,0.676
T0080,2,0.606,48.2,0.704
T0080,3,0.598,54.0,0.686
T0080,4,0.576,50.5,0.682
T0080,5,0.573,55.2,0.655
T0080,6,0.556,53.1,0.644
T0080,7,0.514,57.2,0.678
T0080,8,0.532,61.9,0.658
T0080,9,0.484,60.0,0.643
T0080,10,0.533,59.6,0.642
T0080,11,0.467,63.0,0.61
T0081,0,0.919,65.5,0.83
T0081,1,0.924,60.1,0.805
T0081,2,0.937,67.5,0.789
T0081,3,0.903,63.3,0.767
T0081,4,0.954,58.9,0.772
T0081,5,0.923,63.1,0.8
T0081,6,0.932,64.3,0.758
T0081,7,0.903,63.6,0.802
T0081,8,0.867,63.5,0.758
T0081,9,0.865,59.8,0.81
T0081,10,0.875,60.7,0.776
T0081,11,0.861,59.0,0.776
T0082,0,0.602,51.3,0.901
T0082,1,0.657,50.1,0.878
T0082,2,0.613,51.6,0.881
T0082,3,0.594,52.7,0.884
T0082,4,0.582,52.8,0.88
T0082,5,0.605,51.3,0.854
T0082,6,0.559,53.1,0.873
T0082,7,0.575,51.6,0.808
T0082,8,0.542,55.7,0.845
T0082,9,0.539,56.8,0.813
T0082,10,0.533,56.6,0.813
T0082,11,0.509,55.2,0.813
T0083,0,0.419,55.1,0.361
T0083,1,0.441,53.6,0.384
T0083,2,0.428,53.8,0.4
T0083,3,0.445,53.7,0.389
T0083,4,0.456,53.8,0.447
T0083,5,0.463,51.5,0.502
T0083,6,0.435,51.3,0.49
T0083,7,0.451,52.3,0.544
T0083,8,0.461,51.6,0.567
T0083,9,0.474,51.0,0.571
T0083,10,0.431,51.5,0.577
T0083,11,0.489,49.4,0.573
T0084,0,0.525,50.7,0.897
T0084,1,0.526,45.8,0.888
T0084,2,0.536,50.1,0.85
T0084,3,0.531,49.6,0.86
T0084,4,0.519,53.4,0.846
T0084,5,0.525,52.1,0.792
T0084,6,0.53,53.8,0.809
T0084,7,0.543,52.8,0.8
T0084,8,0.469,52.7,0.79
T0084,9,0.547,53.3,0.793
T0084,10,0.536,54.0,0.75
T0084,11,0.525,54.3,0.766
T0085,0,0.455,52.9,0.552
T0085,1,0.476,50.5,0.507
T0085,2,0.521,49.7,0.554
T0085,3,0.533,51.3,0.595
T0085,4,0.526,50.3,0.597
T0085,5,0.605,51.3,0.555
T0085,6,0.609,52.0,0.578
T0085,7,0.659,51.6,0.574
T0085,8,0.614,56.1,0.597
T0085,9,0.661,54.2,0.579
T0085,10,0.653,52.4,0.611
T0085,11,0.71,55.7,0.602
T0086,0,0.635,42.5,0.871
T0086,1,0.614,44.9,0.88
T0086,2,0.579,47.5,0.869
T0086,3,0.628,49.0,0.844
T0086,4,0.611,47.6,0.815
T0086,5,0.648,52.5,0.777
T0086,6,0.649,56.8,0.826
T0086,7,0.659,54.7,0.782
T0086,8,0.657,55.1,0.786
T0086,9,0.656,57.0,0.742
T0086,10,0.661,61.9,0.755
T0086,11,0.72,64.6,0.754
T0087,0,0.275,36.6,0.255
T0087,1,0.344,39.1,0.216
T0087,2,0.352,37.3,0.266
T0087,3,0.367,40.9,0.23
T0087,4,0.377,38.8,0.209
T0087,5,0.359,41.7,0.225
T0087,6,0.444,41.8,0.21
T0087,7,0.451,40.1,0.209
T0087,8,0.489,37.1,0.246
T0087,9,0.455,38.4,0.257
T0087,10,0.537,39.2,0.234
T0087,11,0.551,41.9,0.208
T0088,0,0.436,57.5,1.0
T0088,1,0.495,56.0,0.997
T0088,2,0.462,56.3,0.965
T0088,3,0.479,57.3,0.982
T0088,4,0.552,57.6,0.999
T0088,5,0.502,57.3,1.0
T0088,6,0.527,56.6,0.964
T0088,7,0.541,56.7,0.996
T0088,8,0.552,55.9,0.949
T0088,9,0.56,55.2,0.974
T0088,10,0.591,59.9,0.962
T0088,11,0.584,58.7,0.942
T0089,0,1.0,43.1,0.334
T0089,1,1.0,41.0,0.339
T0089,2,0.981,40.7,0.293
T0089,3,0.939,40.6,0.318
T0089,4,0.948,38.3,0.279
T0089,5,0.966,38.8,0.283
T0089,6,0.912,39.2,0.302
T0089,7,0.872,37.0,0.297
T0089,8,0.855,34.7,0.263
T0089,9,0.904,34.6,0.279
T0089,10,0.909,32.8,0.273
T0089,11,0.875,32.6,0.295
T0090,0,0.834,53.5,0.485
T0090,1,0.841,56.5,0.512
T0090,2,0.78,53.5,0.488
T0090,3,0.826,52.3,0.532
T0090,4,0.853,52.9,0.53
T0090,5,0.807,50.5,0.519
T0090,6,0.863,50.6,0.515
T0090,7,0.825,51.2,0.516
T0090,8,0.809,51.4,0.526
T0090,9,0.789,52.0,0.516
T0090,10,0.791,52.2,0.481
T0090,11,0.78,49.1,0.521
T0091,0,0.488,54.9,0.945
T0091,1,0.48,58.6,0.963
T0091,2,0.492,57.9,0.962
T0091,3,0.46,56.0,0.96
T0091,4,0.488,57.2,0.974
T0091,5,0.447,56.5,0.945
T0091,6,0.467,58.8,0.947
T0091,7,0.477,60.6,0.938
T0091,8,0.467,59.7,0.983
T0091,9,0.458,61.4,0.954
T0091,10,0.507,61.1,0.937
T0091,11,0.495,60.2,0.939
T0092,0,0.459,64.3,0.17
T0092,1,0.426,62.7,0.16
T0092,2,0.47,63.1,0.183
T0092,3,0.442,60.8,0.193
T0092,4,0.456,61.3,0.25
T0092,5,0.462,62.9,0.25
T0092,6,0.464,59.5,0.325
T0092,7,0.455,64.3,0.332
T0092,8,0.436,60.1,0.336
T0092,9,0.493,58.9,0.377
T0092,10,0.444,62.5,0.36
T0092,11,0.461,59.6,0.423
T0093,0,0.537,60.8,0.667
T0093,1,0.585,58.3,0.735
T0093,2,0.611,60.6,0.736
T0093,3,0.627,59.4,0.757
T0093,4,0.599,61.1,0.759
T0093,5,0.646,61.4,0.82
T0093,6,0.614,59.7,0.783
T0093,7,0.553,63.1,0.826
T0093,8,0.623,63.5,0.799
T0093,9,0.638,65.5,0.804
T0093,10,0.632,63.9,0.836
T0093,11,0.621,66.7,0.857
T0094,0,0.453,54.1,0.203
T0094,1,0.494,55.8,0.236
T0094,2,0.473,55.7,0.27
T0094,3,0.479,52.4,0.284
T0094,4,0.509,50.0,0.283
T0094,5,0.521,54.3,0.342
T0094,6,0.48,52.6,0.381
T0094,7,0.514,51.5,0.372
T0094,8,0.515,49.2,0.437
T0094,9,0.5,51.1,0.457
T0094,10,0.502,52.6,0.471
T0094,11,0.495,48.8,0.52
T0095,0,0.717,55.9,0.678
T0095,1,0.7,59.4,0.626
T0095,2,0.669,56.9,0.574
T0095,3,0.685,57.8,0.585
T0095,4,0.647,56.1,0.592
T0095,5,0.654,55.6,0.572
T0095,6,0.63,53.6,0.519
T0095,7,0.583,57.8,0.499
T0095,8,0.625,53.3,0.449
T0095,9,0.581,53.9,0.441
T0095,10,0.56,51.4,0.41
T0095,11,0.526,50.1,0.402
T0096,0,0.469,47.1,0.553
T0096,1,0.504,50.4,0.499
T0096,2,0.51,46.7,0.526
T0096,3,0.515,48.4,0.557
T0096,4,0.531,50.2,0.557
T0096,5,0.531,49.8,0.544
T0096,6,0.567,52.4,0.569
T0096,7,0.595,51.0,0.595
T0096,8,0.604,52.0,0.608
T0096,9,0.663,51.3,0.578
T0096,10,0.632,52.9,0.604
T0096,11,0.64,53.9,0.601
T0097,0,0.608,70.0,0.401
T0097,1,0.619,63.4,0.389
T0097,2,0.669,64.8,0.409
T0097,3,0.693,64.5,0.438
T0097,4,0.694,61.4,0.444
T0097,5,0.68,62.9,0.502
T0097,6,0.727,59.4,0.457
T0097,7,0.704,60.6,0.47
T0097,8,0.713,61.2,0.524
T0097,9,0.761,59.2,0.561
T0097,10,0.72,58.4,0.577
T0097,11,0.74,58.5,0.592
T0098,0,0.554,47.1,0.495
T0098,1,0.581,50.2,0.48
T0098,2,0.612,48.8,0.455
T0098,3,0.669,47.9,0.479
T0098,4,0.632,49.7,0.499
T0098,5,0.642,50.5,0.485
T0098,6,0.623,49.8,0.47
T0098,7,0.68,49.8,0.504
T0098,8,0.698,48.2,0.531
T0098,9,0.722,48.2,0.519
T0098,10,0.719,50.0,0.562
T0098,11,0.724,48.8,0.545
T0099,0,0.513,66.2,0.573
T0099,1,0.539,64.6,0.542
T0099,2,0.49,65.7,0.552
T0099,3,0.591,66.7,0.531
T0099,4,0.573,67.7,0.555
T0099,5,0.548,68.9,0.522
T0099,6,0.532,69.7,0.543
T0099,7,0.572,70.1,0.543
T0099,8,0.563,69.1,0.489
T0099,9,0.601,71.2,0.507
T0099,10,0.591,72.6,0.559
T0099,11,0.599,70.6,0.509
T0100,0,1.0,64.3,0.574
T0100,1,0.975,68.7,0.563
T0100,2,0.924,63.5,0.586
T0100,3,0.932,61.5,0.585
T0100,4,0.951,60.4,0.649
T0100,5,0.891,60.6,0.646
T0100,6,0.879,62.8,0.649
T0100,7,0.852,60.8,0.632
T0100,8,0.857,58.4,0.686
T0100,9,0.85,57.2,0.694
T0100,10,0.809,55.9,0.698
T0100,11,0.79,55.6,0.719
T0101,0,0.991,53.8,0.394
T0101,1,0.976,51.1,0.396
T0101,2,0.96,52.5,0.442
T0101,3,0.969,53.3,0.427
T0101,4,0.888,54.8,0.43
T0101,5,0.86,54.0,0.471
T0101,6,0.853,54.2,0.518
T0101,7,0.831,54.9,0.53
T0101,8,0.823,54.2,0.542
T0101,9,0.779,52.6,0.545
T0101,10,0.78,53.3,0.547
T0101,11,0.778,52.8,0.599
T0102,0,0.678,36.8,0.552
T0102,1,0.68,41.8,0.535
T0102,2,0.653,42.5,0.535
T0102,3,0.616,41.9,0.521
T0102,4,0.618,42.2,0.503
T0102,5,0.539,46.3,0.485
T0102,6,0.517,43.4,0.492
T0102,7,0.506,45.0,0.471
T0102,8,0.498,47.1,0.416
T0102,9,0.472,47.1,0.427
T0102,10,0.408,48.7,0.424
T0102,11,0.399,47.1,0.403
T0103,0,0.431,56.1,0.751
T0103,1,0.417,55.7,0.78
T0103,2,0.492,55.6,0.766
T0103,3,0.465,56.7,0.758
T0103,4,0.503,56.4,0.794
T0103,5,0.528,57.2,0.782
T0103,6,0.515,59.1,0.742
T0103,7,0.533,57.9,0.797
T0103,8,0.524,57.8,0.754
T0103,9,0.576,61.3,0.712
T0103,10,0.611,59.7,0.778
T0103,11,0.614,60.4,0.747
T0104,0,0.123,76.4,0.965
T0104,1,0.175,77.2,0.97
T0104,2,0.193,76.6,0.976
T0104,3,0.202,74.2,0.933
T0104,4,0.211,73.8,0.944
T0104,5,0.241,78.2,0.928
T0104,6,0.257,74.1,0.946
T0104,7,0.257,76.6,0.903
T0104,8,0.34,75.5,0.904
T0104,9,0.295,76.0,0.875
T0104,10,0.331,74.0,0.843
T0104,11,0.353,74.1,0.891
T0105,0,0.846,70.0,0.987
T0105,1,0.857,71.2,1.0
T0105,2,0.824,68.2,0.971
T0105,3,0.847,65.6,0.931
T0105,4,0.767,63.5,0.956
T0105,5,0.797,65.3,0.895
T0105,6,0.785,63.1,0.884
T0105,7,0.738,62.3,0.887
T0105,8,0.785,62.5,0.888
T0105,9,0.731,59.1,0.853
T0105,10,0.728,59.8,0.855
T0105,11,0.725,53.4,0.84
T0106,0,0.423,64.9,0.597
T0106,1,0.463,63.0,0.614
T0106,2,0.498,62.4,0.591
T0106,3,0.492,62.4,0.571
T0106,4,0.49,61.2,0.57
T0106,5,0.526,59.2,0.553
T0106,6,0.52,58.6,0.514
T0106,7,0.517,55.8,0.502
T0106,8,0.566,57.4,0.49
T0106,9,0.619,53.7,0.475
T0106,10,0.577,52.3,0.447
T0106,11,0.637,53.4,0.483
T0107,0,0.624,59.7,0.486
T0107,1,0.659,59.9,0.537
T0107,2,0.633,61.8,0.536
T0107,3,0.661,59.7,0.543
T0107,4,0.631,60.7,0.56
T0107,5,0.637,60.8,0.598
T0107,6,0.635,62.0,0.593
T0107,7,0.621,59.6,0.626
T0107,8,0.627,59.5,0.626
T0107,9,0.644,60.1,0.648
T0107,10,0.607,62.8,0.657
T0107,11,0.599,58.7,0.713
T0108,0,0.437,47.9,0.346
T0108,1,0.511,46.6,0.363
T0108,2,0.502,48.0,0.361
T0108,3,0.535,48.0,0.379
T0108,4,0.535,52.2,0.364
T0108,5,0.597,48.8,0.444
T0108,6,0.599,48.8,0.443
T0108,7,0.607,49.8,0.46
T0108,8,0.608,49.8,0.487
T0108,9,0.642,51.3,0.52
T0108,10,0.654,47.6,0.5
T0108,11,0.686,51.4,0.52
T0109,0,0.75,34.5,0.1
T0109,1,0.688,38.2,0.11
T0109,2,0.684,35.9,0.126
T0109,3,0.664,39.1,0.17
T0109,4,0.69,34.5,0.164
T0109,5,0.639,38.2,0.133
T0109,6,0.623,40.7,0.174
T0109,7,0.622,38.4,0.177
T0109,8,0.63,35.0,0.184
T0109,9,0.572,36.4,0.201
T0109,10,0.572,40.4,0.238
T0109,11,0.544,40.2,0.248
T0110,0,0.635,42.8,0.368
T0110,1,0.603,42.7,0.349
T0110,2,0.615,45.9,0.343
T0110,3,0.627,43.7,0.294
T0110,4,0.61,44.2,0.333
T0110,5,0.621,44.1,0.344
T0110,6,0.655,45.4,0.362
T0110,7,0.655,42.9,0.338
T0110,8,0.618,44.1,0.368
T0110,9,0.587,43.8,0.346
T0110,10,0.618,45.4,0.331
T0110,11,0.671,45.4,0.36
T0111,0,0.418,60.1,0.215
T0111,1,0.406,57.8,0.209
T0111,2,0.416,56.3,0.244
T0111,3,0.443,60.2,0.283
T0111,4,0.401,57.8,0.258
T0111,5,0.442,58.6,0.277
T0111,6,0.413,57.7,0.286
T0111,7,0.401,59.6,0.256
T0111,8,0.469,59.5,0.312
T0111,9,0.481,58.6,0.331
T0111,10,0.473,63.0,0.36
T0111,11,0.45,60.9,0.378
T0112,0,0.842,58.6,0.634
T0112,1,0.763,58.6,0.668
T0112,2,0.744,55.3,0.594
T0112,3,0.732,57.0,0.617
T0112,4,0.683,58.0,0.604
T0112,5,0.582,55.8,0.631
T0112,6,0.561,56.6,0.608
T0112,7,0.553,59.4,0.569
T0112,8,0.513,58.6,0.594
T0112,9,0.473,54.3,0.593
T0112,10,0.435,56.1,0.575
T0112,11,0.413,55.9,0.594
T0113,0,0.583,64.7,0.892
T0113,1,0.578,64.9,0.914
T0113,2,0.544,61.4,0.894
T0113,3,0.544,60.3,0.897
T0113,4,0.56,62.0,0.921
T0113,5,0.586,60.0,0.843
T0113,6,0.548,61.3,0.863
T0113,7,0.555,58.2,0.909
T0113,8,0.56,56.5,0.843
T0113,9,0.544,56.4,0.817
T0113,10,0.525,55.6,0.852
T0113,11,0.547,52.8,0.835
T0114,0,0.254,63.8,0.519
T0114,1,0.288,61.2,0.522
T0114,2,0.298,61.8,0.483
T0114,3,0.322,59.8,0.494
T0114,4,0.306,58.7,0.472
T0114,5,0.362,62.2,0.446
T0114,6,0.358,60.1,0.43
T0114,7,0.374,58.4,0.427
T0114,8,0.355,55.5,0.394
T0114,9,0.399,55.2,0.404
T0114,10,0.415,53.6,0.38
T0114,11,0.461,53.2,0.362
T0115,0,0.195,75.7,0.605
T0115,1,0.199,74.8,0.573
T0115,2,0.222,75.8,0.591
T0115,3,0.256,73.0,0.64
T0115,4,0.241,76.1,0.625
T0115,5,0.242,70.4,0.644
T0115,6,0.258,71.5,0.674
T0115,7,0.279,68.2,0.688
T0115,8,0.302,69.6,0.7
T0115,9,0.295,67.3,0.719
T0115,10,0.332,68.3,0.708
T0115,11,0.348,67.2,0.737
T0116,0,0.631,49.3,0.274
T0116,1,0.617,50.0,0.285
T0116,2,0.56,50.2,0.295
T0116,3,0.579,51.1,0.242
T0116,4,0.573,47.0,0.245
T0116,5,0.518,50.7,0.252
T0116,6,0.565,52.9,0.239
T0116,7,0.471,51.8,0.243
T0116,8,0.482,48.8,0.215
T0116,9,0.483,51.6,0.228
T0116,10,0.435,51.1,0.241
T0116,11,0.462,52.5,0.178
T0117,0,0.13,71.7,0.615
T0117,1,0.161,72.0,0.659
T0117,2,0.16,71.9,0.684
T0117,3,0.158,69.9,0.704
T0117,4,0.194,69.3,0.694
T0117,5,0.21,70.6,0.702
T0117,6,0.227,68.2,0.72
T0117,7,0.244,69.2,0.732
T0117,8,0.254,71.1,0.793
T0117,9,0.271,65.3,0.825
T0117,10,0.237,66.5,0.772
T0117,11,0.312,68.8,0.812
T0118,0,0.645,74.4,0.55
T0118,1,0.601,75.6,0.555
T0118,2,0.581,74.1,0.522
T0118,3,0.614,72.5,0.543
T0118,4,0.542,66.1,0.535
T0118,5,0.519,70.1,0.539
T0118,6,0.543,73.3,0.534
T0118,7,0.517,67.1,0.575
T0118,8,0.507,67.4,0.523
T0118,9,0.468,69.3,0.512
T0118,10,0.478,64.9,0.513
T0118,11,0.429,62.9,0.509
T0119,0,0.642,52.6,0.316
T0119,1,0.646,49.5,0.338
T0119,2,0.648,48.5,0.372
T0119,3,0.666,51.9,0.382
T0119,4,0.686,48.0,0.37
T0119,5,0.685,45.6,0.362
T0119,6,0.736,46.3,0.363
T0119,7,0.758,44.8,0.381
T0119,8,0.769,45.4,0.405
T0119,9,0.779,46.4,0.414
T0119,10,0.816,45.2,0.42
T0119,11,0.824,44.1,0.424
T0120,0,0.436,36.7,0.401
T0120,1,0.458,39.8,0.393
T0120,2,0.449,42.8,0.434
T0120,3,0.464,42.2,0.429
T0120,4,0.487,43.9,0.38
T0120,5,0.476,42.2,0.443
T0120,6,0.446,47.4,0.442
T0120,7,0.436,48.1,0.5
T0120,8,0.471,46.3,0.499
T0120,9,0.445,47.2,0.496
T0120,10,0.441,54.4,0.54
T0120,11,0.439,56.5,0.535
T0121,0,0.484,46.5,0.613
T0121,1,0.482,46.4,0.618
T0121,2,0.505,44.8,0.595
T0121,3,0.556,48.0,0.68
T0121,4,0.552,45.2,0.624
T0121,5,0.584,46.4,0.62
T0121,6,0.618,48.1,0.632
T0121,7,0.568,45.8,0.606
T0121,8,0.604,47.3,0.657
T0121,9,0.656,46.0,0.616
T0121,10,0.692,47.5,0.639
T0121,11,0.69,48.4,0.631
T0122,0,0.887,65.3,0.675
T0122,1,0.908,62.8,0.619
T0122,2,0.874,63.6,0.638
T0122,3,0.869,62.8,0.604
T0122,4,0.856,64.7,0.668
T0122,5,0.852,64.0,0.631
T0122,6,0.821,62.8,0.608
T0122,7,0.822,64.4,0.605
T0122,8,0.801,62.8,0.604
T0122,9,0.8,65.4,0.615
T0122,10,0.787,63.8,0.613
T0122,11,0.767,64.7,0.587
T0123,0,0.95,61.7,0.395
T0123,1,0.926,63.0,0.392
T0123,2,0.904,60.0,0.405
T0123,3,0.898,59.3,0.383
T0123,4,0.847,59.1,0.348
T0123,5,0.889,58.9,0.354
T0123,6,0.853,56.3,0.375
T0123,7,0.817,57.3,0.406
T0123,8,0.809,53.3,0.383
T0123,9,0.784,57.3,0.34
T0123,10,0.781,55.9,0.374
T0123,11,0.766,54.8,0.36
T0124,0,0.548,65.0,0.557
T0124,1,0.523,61.0,0.582
T0124,2,0.535,62.5,0.556
T0124,3,0.503,61.5,0.566
T0124,4,0.493,60.9,0.534
T0124,5,0.5,63.1,0.566
T0124,6,0.495,61.0,0.574
T0124,7,0.51,59.2,0.576
T0124,8,0.503,60.5,0.578
T0124,9,0.477,58.3,0.577
T0124,10,0.475,60.1,0.572
T0124,11,0.489,61.2,0.614
T0125,0,0.746,58.3,0.32
T0125,1,0.763,55.9,0.334
T0125,2,0.738,54.9,0.375
T0125,3,0.788,54.4,0.341
T0125,4,0.744,51.5,0.364
T0125,5,0.754,49.7,0.353
T0125,6,0.748,49.0,0.374
T0125,7,0.781,49.8,0.362
T0125,8,0.798,49.6,0.359
T0125,9,0.804,46.7,0.377
T0125,10,0.804,45.5,0.366
T0125,11,0.811,45.6,0.412
T0126,0,0.726,22.7,0.352
T0126,1,0.738,23.6,0.325
T0126,2,0.729,25.0,0.325
T0126,3,0.775,24.4,0.284
T0126,4,0.778,25.7,0.311
T0126,5,0.764,27.5,0.365
T0126,6,0.779,28.3,0.298
T0126,7,0.796,29.8,0.293
T0126,8,0.827,31.7,0.243
T0126,9,0.82,35.3,0.22
T0126,10,0.851,35.0,0.25
T0126,11,0.866,35.6,0.238
T0127,0,0.633,51.4,0.645
T0127,1,0.653,51.1,0.667
T0127,2,0.658,51.1,0.672
T0127,3,0.662,51.8,0.603
T0127,4,0.653,49.8,0.599
T0127,5,0.677,49.5,0.606
T0127,6,0.705,47.8,0.62
T0127,7,0.668,51.1,0.598
T0127,8,0.641,47.7,0.597
T0127,9,0.67,49.1,0.561
T0127,10,0.667,46.8,0.525
T0127,11,0.662,46.8,0.596
T0128,0,0.15,65.3,0.638
T0128,1,0.176,60.5,0.605
T0128,2,0.176,60.5,0.662
T0128,3,0.214,61.7,0.636
T0128,4,0.222,63.5,0.623
T0128,5,0.285,62.5,0.64
T0128,6,0.27,59.3,0.596
T0128,7,0.262,58.7,0.593
T0128,8,0.289,58.9,0.623
T0128,9,0.293,57.6,0.625
T0128,10,0.361,58.6,0.616
T0128,11,0.388,56.1,0.569
T0129,0,0.699,34.5,0.345
T0129,1,0.698,34.1,0.346
T0129,2,0.716,35.5,0.38
T0129,3,0.709,36.7,0.342
T0129,4,0.74,34.3,0.349
T0129,5,0.756,35.6,0.325
T0129,6,0.802,38.0,0.338
T0129,7,0.787,37.5,0.365
T0129,8,0.773,43.3,0.339
T0129,9,0.823,40.3,0.323
T0129,10,0.849,43.4,0.31
T0129,11,0.848,40.7,0.274
T0130,0,1.0,36.1,0.448
